time_s,p_in_bar,p_out_bar,q_m3s,comp_speed_frac
340,51.486008563513884,48.88148672376413,1.0,0.9133333333333333
341,51.513714814497604,48.90044083223069,1.0,0.9136666666666667
342,51.54075713929699,48.91917278349976,1.0,0.914
343,51.567123676954274,48.93767795601527,1.0,0.9143333333333334
344,51.59280286291675,48.9559517841721,1.0,0.9146666666666667
345,51.6177834341091,48.97398975944254,1.0,0.915
346,51.64205443387348,48.9917874314886,1.0,0.9153333333333333
347,51.665605216775155,49.00934040926004,1.0,0.9156666666666667
348,51.68842545327167,49.02664436207769,1.0,0.916
349,51.71050513424348,49.04369502070194,1.0,0.9163333333333334
350,51.731834575384006,49.06048817838606,1.0,0.9166666666666667
351,51.752404421447245,49.07701969191406,1.0,0.917
352,51.77220565035104,49.09328548262294,1.0,0.9173333333333333
353,51.791229577134246,49.10928153740893,1.0,0.9176666666666667
354,51.80946785776601,49.125003909717684,1.0,0.918
355,51.82691249280552,49.14044872051789,1.0,0.9183333333333334
356,51.84355583091061,49.15561215925836,1.0,0.9186666666666667
357,51.8593905721937,49.17049048480816,1.0,0.919
358,51.874409771423615,49.18508002637962,1.0,0.9193333333333333
359,51.88860684107172,49.199377184433985,1.0,0.9196666666666667
360,51.90197555420137,49.21337843156951,1.0,0.92
361,51.914510047199016,49.227080313391724,1.0,0.9203333333333334
362,51.92620482234604,49.24047944936572,1.0,0.9206666666666667
363,51.9370547502301,49.25357253365021,1.0,0.921
364,51.947055071994946,49.26635633591309,1.0,0.9213333333333333
365,51.956201401427656,49.27882770212848,1.0,0.9216666666666667
366,51.96448972688249,49.2909835553549,1.0,0.922
367,51.9719164130404,49.302820896494346,1.0,0.9223333333333334
368,51.97847820250351,49.3143368050323,1.0,0.9226666666666667
369,51.98417221722387,49.32552843975823,1.0,0.923
370,51.98899595976575,49.336393039466614,1.0,0.9233333333333333
371,51.99294731440103,49.34692792363815,1.0,0.9236666666666667
372,51.996024548037205,49.357130493101124,1.0,0.924
373,51.998226310977515,49.36699823067267,1.0,0.9243333333333335
374,51.99955163751292,49.376528701779804,1.0,0.9246666666666667
375,51.9999999463457,49.385719555060085,1.0,0.925
376,51.99957104084437,49.39456852294174,1.0,0.9253333333333333
377,51.998265109129974,49.40307342220314,1.0,0.9256666666666667
378,51.99608272399353,49.41123215451144,1.0,0.926
379,51.99302484264482,49.41904270694024,1.0,0.9263333333333335
380,51.98909280629257,49.426503152466275,1.0,0.9266666666666667
381,51.98428833955614,49.43361165044482,1.0,0.927
382,51.97861354970913,49.440366447063816,1.0,0.9273333333333333
383,51.97207092575511,49.44676587577658,1.0,0.9276666666666668
384,51.96466333733592,49.452808357712954,1.0,0.928
385,51.95639403347301,49.45849240206888,1.0,0.9283333333333335
386,51.94726664114242,49.46381660647419,1.0,0.9286666666666668
387,51.93728516368395,49.468779657338594,1.0,0.929
388,51.92645397904527,49.473380330175786,1.0,0.9293333333333333
389,51.91477783786172,49.47761748990553,1.0,0.9296666666666668
390,51.90226186137264,49.48149009113375,1.0,0.93
